TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20250201,90,1.8,1566,36,4.1,1435,2,7.9,1451,1.6,3.5,1,-1.1,2238,-3.9,0.6,-3.8,67.3,52.0,1,4.6,1.2,0.8,-9.00,1021.4,1023.6,1025.5,836,1021.7,2326,7.4,0.2,10.3,-9.0,4.75,1.03,1400,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250201,93,0.6,522,18,1.8,1530,16,3.0,1527,-2.0,6.0,1542,-6.8,619,-4.9,-0.8,-5.1,82.0,51.0,1634,4.3,1.5,1.1,-9.00,1011.4,1023.6,1027.4,1,1020.2,1538,4.4,7.6,10.3,-9.0,11.04,1.90,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,5.5,1,1.1,3.7,7.0,13.5,16.2
20250201,95,0.9,815,36,3.9,2200,2,5.4,2044,-2.5,5.5,1526,-10.2,740,-6.2,-0.2,-5.5,77.6,47.0,1602,3.9,1.8,1.2,-9.00,1004.2,1024.0,1027.5,11,1020.7,1505,4.3,8.3,10.3,-9.0,11.98,2.10,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250201,98,0.7,634,36,1.9,1451,32,4.5,1418,-0.8,6.8,1518,-6.2,739,-4.6,-0.4,-8.9,78.1,41.0,1550,4.3,1.6,1.1,-9.00,1008.3,1023.0,1026.7,1,1020.1,1517,4.5,8.1,10.3,-9.0,10.39,2.05,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250201,99,1.4,1209,9,3.5,1128,7,5.2,1003,-1.3,6.4,1558,-7.1,723,-6.6,-0.3,-9.9,67.9,39.0,1650,3.7,1.8,1.3,-9.00,1019.6,1023.6,1027.3,1,1021.0,1511,4.3,8.1,10.3,-9.0,11.85,2.09,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250201,100,1.4,1226,11,3.3,1424,11,4.5,1423,-3.4,-1.7,1137,-6.7,2400,-4.4,-1.3,-7.1,92.5,83.0,1105,4.4,0.5,0.4,-9.00,930.2,1024.9,1026.7,803,1022.8,1400,9.3,0.0,10.3,-9.0,4.15,0.77,1300,0.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250201,101,0.9,739,34,3.3,2356,34,4.7,2355,-0.3,7.4,1544,-3.7,201,-3.5,-0.7,-8.8,80.3,47.0,1626,4.7,1.3,0.9,-9.00,1013.1,1022.8,1026.6,1,1019.3,1510,4.5,6.5,10.3,-9.0,10.03,1.75,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.4,5.0,8.4,14.2,16.9
20250201,102,3.9,3383,36,7.8,1608,36,10.7,1453,-0.4,2.0,1353,-2.3,2103,-99.0,-0.7,-9.9,-9.0,-9.0,-9,-9.0,-9.0,-9.0,-9.00,1018.4,1023.0,1025.8,1,1021.1,1434,3.3,8.9,10.3,-9.0,13.07,2.21,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,0.0,-9,2.0,1,-99.0,-99.0,-99.0,-99.0,-99.0
20250201,104,1.1,945,34,2.2,1407,36,5.3,1417,2.3,3.6,42,-1.1,2348,-2.5,0.6,-5.6,70.8,61.0,257,5.1,0.7,0.5,-9.00,1013.5,1023.0,1024.9,804,1021.3,1437,8.3,0.0,10.3,-9.0,2.25,0.34,1300,0.0,0.0,1.25,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.1,4.7,7.5,12.7,15.9
20250201,105,1.6,1425,32,3.6,336,34,6.0,328,2.8,4.5,145,0.1,2356,-2.0,1.0,-4.2,71.0,61.0,322,5.3,0.8,0.6,-9.00,1020.0,1023.4,1025.4,808,1021.6,2341,8.1,0.0,10.3,-9.0,2.06,0.29,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.2,5.0,10.0,15.3,18.5
20250201,106,2.7,2348,34,5.8,1321,34,9.7,1357,3.4,4.8,343,1.3,2348,-1.8,3.0,-2.0,69.0,64.0,911,5.4,1.2,0.8,-9.00,1017.9,1023.0,1024.9,819,1021.0,2343,7.8,0.0,10.3,-9.0,3.26,0.71,1300,0.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250201,108,1.6,1356,7,2.9,1056,5,4.7,1107,1.6,7.9,1558,-2.0,645,-2.7,-0.6,-7.3,74.3,51.0,1646,5.0,1.9,1.3,-9.00,1010.7,1021.4,1025.2,8,1018.7,1518,4.3,7.3,10.3,-9.0,11.15,2.12,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.8,1,2.1,4.7,7.3,14.0,16.7
20250201,112,2.6,2281,5,4.4,1408,36,6.3,1422,0.4,5.2,1550,-3.2,809,-4.7,0.3,-6.7,69.3,47.0,1530,4.3,2.1,1.4,-9.00,1013.4,1022.2,1025.8,1,1019.9,1457,4.0,7.3,10.3,-9.0,11.15,2.09,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,3.1,1,2.9,4.4,6.8,12.0,15.8
20250201,114,0.2,184,2,1.0,626,2,1.5,622,1.6,6.7,1608,-0.6,2321,-0.5,-0.3,-5.4,86.4,61.0,1526,5.9,1.1,0.8,-9.00,1003.5,1022.3,1026.3,6,1019.5,1457,5.8,4.3,10.3,-9.0,7.05,1.57,1300,0.3,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250201,115,3.3,2811,7,7.6,2337,7,14.7,2014,4.1,5.2,1850,2.7,323,3.5,3.1,2.7,96.8,77.0,1,7.9,0.4,0.3,0.83,994.2,1021.5,1024.9,1,1018.9,2329,9.1,0.0,10.3,-9.0,1.31,0.32,1400,19.1,12.8,18.83,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,4.6,7.1,9.0,14.6,15.9
20250201,119,1.4,1177,29,3.7,1348,27,5.0,1307,1.3,6.1,1609,-2.0,2339,-2.1,-0.2,-7.0,78.9,53.0,1710,5.3,1.6,1.1,-9.00,1017.1,1022.1,1025.8,1,1019.6,1513,4.8,5.9,10.4,-9.0,10.35,1.91,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,4.6,1,2.5,4.6,6.6,11.9,15.9
20250201,121,0.3,282,18,1.2,1326,25,2.1,1620,1.6,7.3,1459,-2.5,2331,-0.9,3.8,-5.7,84.5,55.0,1536,5.8,-9.0,-9.0,-9.00,992.4,1022.4,1026.4,2,1019.1,1455,7.1,3.2,10.4,-9.0,-9.00,-9.00,-9,0.2,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250201,127,0.3,289,7,1.5,1811,5,2.3,1921,1.0,6.4,1537,-2.7,2327,-0.8,0.3,-6.3,87.8,69.0,1539,5.8,1.1,0.7,-9.00,1007.3,1021.7,1025.7,16,1018.9,1421,6.5,3.7,10.4,-9.0,7.01,1.29,1400,0.2,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20250201,129,1.8,1574,14,3.3,854,9,5.7,817,1.5,6.0,1523,-1.8,2351,-0.9,2.1,-5.9,85.0,55.0,1717,5.8,1.4,1.0,-9.00,1018.7,1021.8,1025.2,1,1019.8,1452,5.8,5.1,10.4,-9.0,9.93,1.88,1300,0.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,4.0,6.3,9.3,13.9,18.2
